Id	Name	Group	Description
0x7005AD16	Nolocksubstitute	09 - Stereo	Controls the predefined driver behavior associated with "Nolocksubstitute". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x20D324C5	OpenGL Consumer API Stereo Mode	10 - OpenGL	Controls the predefined driver behavior associated with "OpenGL Consumer API Stereo Mode". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70998683	P1sh0	09 - Stereo	Controls the predefined driver behavior associated with "P1sh0". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709794CC	Partialclearmode	09 - Stereo	Controls the predefined driver behavior associated with "Partialclearmode". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x704CDE5A	PF Issues	09 - Stereo	Controls the predefined driver behavior associated with "PF Issues". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7046516E	Psh0	09 - Stereo	Controls the predefined driver behavior associated with "Psh0". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x706C7030	Publisher	09 - Stereo	Controls the predefined driver behavior associated with "Publisher". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7054FBF8	Pushbufsubstitutesize	09 - Stereo	Controls the predefined driver behavior associated with "Pushbufsubstitutesize". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7029432B	Rhw2ddetectionmin	09 - Stereo	Controls the predefined driver behavior associated with "Rhw2ddetectionmin". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709139AD	Rhwatscreenless	09 - Stereo	Controls the predefined driver behavior associated with "Rhwatscreenless". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7066A22E	Rhwatscreenmore	09 - Stereo	Controls the predefined driver behavior associated with "Rhwatscreenmore". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70AB2E09	Rhwequalatscreen	09 - Stereo	Controls the predefined driver behavior associated with "Rhwequalatscreen". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x702C861A	Rhwgreateratscreen	09 - Stereo	Controls the predefined driver behavior associated with "Rhwgreateratscreen". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x706E1913	Rhwinf	09 - Stereo	Controls the predefined driver behavior associated with "Rhwinf". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70381472	Rhwlessatscreen	09 - Stereo	Controls the predefined driver behavior associated with "Rhwlessatscreen". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70B378A1	Rhwlessatscreenless	09 - Stereo	Controls the predefined driver behavior associated with "Rhwlessatscreenless". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x704E4BCA	Rhwlessatscreenmore	09 - Stereo	Controls the predefined driver behavior associated with "Rhwlessatscreenmore". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70A4995C	Rhwscr	09 - Stereo	Controls the predefined driver behavior associated with "Rhwscr". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70F4A930	Rightanaglyphfilter	09 - Stereo	Controls the predefined driver behavior associated with "Rightanaglyphfilter". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x701A8BE4	Runtimename	09 - Stereo	Controls the predefined driver behavior associated with "Runtimename". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70121853	Savestereoimage	09 - Stereo	Controls the predefined driver behavior associated with "Savestereoimage". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x706E0041	Sharpvpi	09 - Stereo	Controls the predefined driver behavior associated with "Sharpvpi". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708E5CB4	Showallviewertypes	09 - Stereo	Controls the predefined driver behavior associated with "Showallviewertypes". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7004E7A6	Snapshotquality	09 - Stereo	Controls the predefined driver behavior associated with "Snapshotquality". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7044D7A6	Startzbit	09 - Stereo	Controls the predefined driver behavior associated with "Startzbit". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x11E91A61	Stereo Display Mode	09 - Stereo	Display mode to use when stereo is enabled
0x112493BD	Stereo Dongle Support	09 - Stereo	Control of the stereo dongle
0x11AA9E99	Stereo Enable	09 - Stereo	Support of the stereo API for workstations
0x70ED1DA7	Stereo Frustumadjustmode Dx10	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Frustumadjustmode Dx10". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7031A2E7	Stereo Lasersight Dx10	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Lasersight Dx10". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x102E048D	Stereo Mccompat	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Mccompat". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7077BACE	Stereo Stereoconvergence Dx10	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Stereoconvergence Dx10". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7084807E	Stereo Stereoconvergence Dx11	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Stereoconvergence Dx11". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x704FCF5C	Stereo Stereocutoff Dx10	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Stereocutoff Dx10". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7053569A	Stereo Stereocutoff Dx11	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Stereocutoff Dx11". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x704EF483	Stereo Stereocutoffdepthnear Dx10	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Stereocutoffdepthnear Dx10". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70E1518C	Stereo Stereotextureenable Dx10	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Stereotextureenable Dx10". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70C0125E	Stereo Stereotextureenable Dx11	09 - Stereo	Controls the predefined driver behavior associated with "Stereo Stereotextureenable Dx11". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x11333333	Stereo Swap Mode	09 - Stereo	Controls the NVIDIA driver behavior associated with "Stereo Swap Mode". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70538AB1	Stereoadjustenable	09 - Stereo	Controls the predefined driver behavior associated with "Stereoadjustenable". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70E5773B	Stereocolorkey	09 - Stereo	Controls the predefined driver behavior associated with "Stereocolorkey". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70A2000E	Stereocompatibility	09 - Stereo	Controls the predefined driver behavior associated with "Stereocompatibility". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708DB8C5	Stereo - Convergence	09 - Stereo	Sets the stereo convergence distance as a floating-point value.
0x70D4ADD7	Stereoconvergenceadjustless	09 - Stereo	Controls the predefined driver behavior associated with "Stereoconvergenceadjustless". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x701ED576	Stereoconvergenceadjustmore	09 - Stereo	Controls the predefined driver behavior associated with "Stereoconvergenceadjustmore". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70EFBB5B	Stereoconvergencemultiplier	09 - Stereo	Controls the predefined driver behavior associated with "Stereoconvergencemultiplier". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709A1DDF	Stereo - Cutoff Mode	09 - Stereo	Selects which stereo cutoff depth limit is used.
0x70ADD220	Stereo - Cutoff Far Depth	09 - Stereo	Sets the far stereo cutoff depth as a floating-point value.
0x7050E011	Stereo - Cutoff Near Depth	09 - Stereo	Sets the near stereo cutoff depth as a floating-point value.
0x70AB30A7	Stereodefaulton	09 - Stereo	Controls the predefined driver behavior associated with "Stereodefaulton". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70DE5533	Stereodisableasync	09 - Stereo	Controls the predefined driver behavior associated with "Stereodisableasync". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70633BD9	Stereodisabletnl	09 - Stereo	Controls the predefined driver behavior associated with "Stereodisabletnl". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70D10D2B	Stereodx9	09 - Stereo	Controls the predefined driver behavior associated with "Stereodx9". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70B6D6ED	Stereoeasyzcheck	09 - Stereo	Controls the predefined driver behavior associated with "Stereoeasyzcheck". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70E5A749	Stereoepsilon	09 - Stereo	Controls the predefined driver behavior associated with "Stereoepsilon". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70AF6400	Stereofirsttime	09 - Stereo	Controls the predefined driver behavior associated with "Stereofirsttime". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x702442FC	Stereo - DX10 Compute Flags	09 - Stereo	Controls DX10 stereo compute handling flags.
0x70AAE185	Stereoforcevsync	09 - Stereo	Controls the predefined driver behavior associated with "Stereoforcevsync". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70C8B5D1	Stereogamma	09 - Stereo	Controls the predefined driver behavior associated with "Stereogamma". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70E46F20	Stereohiddenprofile	09 - Stereo	Controls the predefined driver behavior associated with "Stereohiddenprofile". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70871A39	Stereohorizontaladjustless	09 - Stereo	Controls the predefined driver behavior associated with "Stereohorizontaladjustless". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70062F07	Stereohorizontaladjustmore	09 - Stereo	Controls the predefined driver behavior associated with "Stereohorizontaladjustmore". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7097906C	Stereoimagetype	09 - Stereo	Controls the predefined driver behavior associated with "Stereoimagetype". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70077042	Stereolasersightcount	09 - Stereo	Controls the predefined driver behavior associated with "Stereolasersightcount". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70BC864D	Stereolasersightmaxcount	09 - Stereo	Controls the predefined driver behavior associated with "Stereolasersightmaxcount". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x707CFB97	Stereolcdpatterntype	09 - Stereo	Controls the predefined driver behavior associated with "Stereolcdpatterntype". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70E46F2A	Stereolinkdll	09 - Stereo	Controls the predefined driver behavior associated with "Stereolinkdll". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7052BDD0	Stereologshaders	09 - Stereo	Controls the predefined driver behavior associated with "Stereologshaders". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x707F4B45	Stereo - Memoization	09 - Stereo	Enables or disables stereo memoization.
0x70CCB5F0	Stereomiscflags	09 - Stereo	Controls the predefined driver behavior associated with "Stereomiscflags". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x701BAA09	Stereomode	09 - Stereo	Controls the predefined driver behavior associated with "Stereomode". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70160EBF	Stereomsgverticaloffset	09 - Stereo	Controls the predefined driver behavior associated with "Stereomsgverticaloffset". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709DEA62	Stereonodepthoverride	09 - Stereo	Controls the predefined driver behavior associated with "Stereonodepthoverride". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709AA171	Stereonotsupported	09 - Stereo	Controls the predefined driver behavior associated with "Stereonotsupported". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x703564F6	Stereoorthoenable	09 - Stereo	Controls the predefined driver behavior associated with "Stereoorthoenable". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70F455AA	Stereoosdenable	09 - Stereo	Controls the predefined driver behavior associated with "Stereoosdenable". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70364596	Stereopointer	09 - Stereo	Controls the predefined driver behavior associated with "Stereopointer". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x702BA385	Stereorefreshdefaulton	09 - Stereo	Controls the predefined driver behavior associated with "Stereorefreshdefaulton". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70DED3C0	Stereorefreshrate	09 - Stereo	Controls the predefined driver behavior associated with "Stereorefreshrate". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70933C00	Stereoseparation	09 - Stereo	Controls the predefined driver behavior associated with "Stereoseparation". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x705D1E02	Stereoseparationadjustless	09 - Stereo	Controls the predefined driver behavior associated with "Stereoseparationadjustless". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70AB8D32	Stereoseparationadjustmore	09 - Stereo	Controls the predefined driver behavior associated with "Stereoseparationadjustmore". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7082555B	Stereoseparationstep	09 - Stereo	Controls the predefined driver behavior associated with "Stereoseparationstep". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7044F8FB	Stereoshadermatrixcheck	09 - Stereo	Controls the predefined driver behavior associated with "Stereoshadermatrixcheck". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709BC378	Stereostrictlscheck	09 - Stereo	Controls the predefined driver behavior associated with "Stereostrictlscheck". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x706315AF	Stereosuggestsettings	09 - Stereo	Controls the predefined driver behavior associated with "Stereosuggestsettings". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70EDB381	Stereo - Texture Flags	09 - Stereo	Controls stereo texture allocation, separation, and depth-buffer handling flags.
0x70D76B8B	Stereotoggle	09 - Stereo	Controls the predefined driver behavior associated with "Stereotoggle". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70D76B8C	Stereotogglemode	09 - Stereo	Controls the predefined driver behavior associated with "Stereotogglemode". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70C27E3C	Stereotransformationtype	09 - Stereo	Controls the predefined driver behavior associated with "Stereotransformationtype". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7017861C	Stereounsuggestsettings	09 - Stereo	Controls the predefined driver behavior associated with "Stereounsuggestsettings". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70E34A78	Stereo - Matrix Correction	09 - Stereo	Selects whether stereo matrix correction is used for halo-type rendering issues.
0x703ACFC6	Stereoverticaladjustless	09 - Stereo	Controls the predefined driver behavior associated with "Stereoverticaladjustless". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7087FE61	Stereoverticaladjustmore	09 - Stereo	Controls the predefined driver behavior associated with "Stereoverticaladjustmore". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x704915A1	Stereoviewer	09 - Stereo	Controls the predefined driver behavior associated with "Stereoviewer". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708F9EF7	Stereoviewertype	09 - Stereo	Controls the predefined driver behavior associated with "Stereoviewertype". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708DB8C6	Stereovrconvergencebias	09 - Stereo	Controls the predefined driver behavior associated with "Stereovrconvergencebias". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708DB8C8	Stereovrrefreshrateoverride	09 - Stereo	Controls the predefined driver behavior associated with "Stereovrrefreshrateoverride". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708DB8C9	Stereovrvsync	09 - Stereo	Controls the predefined driver behavior associated with "Stereovrvsync". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709B3484	Stereowindowedenable	09 - Stereo	Controls the predefined driver behavior associated with "Stereowindowedenable". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x709CC5E0	Style	09 - Stereo	Controls the predefined driver behavior associated with "Style". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70AD05C8	Time	09 - Stereo	Controls the predefined driver behavior associated with "Time". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70085DE3	Toggleautoconvergence	09 - Stereo	Controls the predefined driver behavior associated with "Toggleautoconvergence". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x703BC51E	Toggleautoconvergencerestore	09 - Stereo	Controls the predefined driver behavior associated with "Toggleautoconvergencerestore". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70B7BD1F	Togglelasersight	09 - Stereo	Controls the predefined driver behavior associated with "Togglelasersight". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70E6A3CF	V1sh0	09 - Stereo	Controls the predefined driver behavior associated with "V1sh0". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x7049C7EC	Value	09 - Stereo	Controls the predefined driver behavior associated with "Value". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AF8	Vsh0	09 - Stereo	Controls the predefined driver behavior associated with "Vsh0". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AF9	Vsh1	09 - Stereo	Controls the predefined driver behavior associated with "Vsh1". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7B02	Vsh10	09 - Stereo	Controls the predefined driver behavior associated with "Vsh10". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AFA	Vsh2	09 - Stereo	Controls the predefined driver behavior associated with "Vsh2". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AFB	Vsh3	09 - Stereo	Controls the predefined driver behavior associated with "Vsh3". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AFC	Vsh4	09 - Stereo	Controls the predefined driver behavior associated with "Vsh4". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AFD	Vsh5	09 - Stereo	Controls the predefined driver behavior associated with "Vsh5". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AFE	Vsh6	09 - Stereo	Controls the predefined driver behavior associated with "Vsh6". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7AFF	Vsh7	09 - Stereo	Controls the predefined driver behavior associated with "Vsh7". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7B00	Vsh8	09 - Stereo	Controls the predefined driver behavior associated with "Vsh8". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x708B7B01	Vsh9	09 - Stereo	Controls the predefined driver behavior associated with "Vsh9". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x700A5654	Watchdog	09 - Stereo	Controls the predefined driver behavior associated with "Watchdog". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x700498B3	Writeconfig	09 - Stereo	Controls the predefined driver behavior associated with "Writeconfig". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70B17872	Zdirection	09 - Stereo	Controls the predefined driver behavior associated with "Zdirection". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x70FC13AD	Zinf	09 - Stereo	Controls the predefined driver behavior associated with "Zinf". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x707F0E69	Zscr	09 - Stereo	Controls the predefined driver behavior associated with "Zscr". This setting affects stereo rendering behavior or stereo-specific compatibility logic.
0x206C28C4	Enable Overlay	10 - OpenGL	Controls the NVIDIA driver behavior associated with "Enable Overlay". This setting affects OpenGL-specific driver behavior or compatibility handling.
0x209AE66F	Exported Overlay Pixel Types	10 - OpenGL	Controls the NVIDIA driver behavior associated with "Exported Overlay Pixel Types". This setting affects OpenGL-specific driver behavior or compatibility handling.
0x20A29055	Unified Back Depth Buffer	10 - OpenGL	Controls the NVIDIA driver behavior associated with "Unified Back Depth Buffer". This setting affects OpenGL-specific driver behavior or compatibility handling.
0x00031DFE	0x00031DFE (Unknown)	11 - Unknown Driver Settings	
0x00035AED	Experimental - Way to choose CBV bind mechanism	07 - System, Memory and Compute	Way to choose CBV bind mechanism.
0x0007E67D	0x0007E67D (Unknown)	11 - Unknown Driver Settings	
0x000BC863	0x000BC863 (Unknown)	11 - Unknown Driver Settings	
0x000C0584	0x000C0584 (Unknown)	11 - Unknown Driver Settings	
0x000C0585	0x000C0585 (Unknown)	11 - Unknown Driver Settings	
0x000EF432	0x000EF432 (Unknown)	11 - Unknown Driver Settings	
0x00110999	Experimental - The number of bytes in ring buffer per D3D11 immediate context	07 - System, Memory and Compute	The number of bytes in ring buffer per D3D11 immediate context.
0x0011099A	Aftermath - Forced Disable Flags Mask	07 - System, Memory and Compute	Masks NVIDIA Aftermath flags so selected flags are force-disabled after other flag selection logic runs.
0x00120513	Experimental - The WAR, which means it will set NV_PGRAPH_PRI_GPCS_TC_FLUSH_CRETERION = 1(END_OF_CBE)	01 - Compatibility	ENABLE the WAR, which means it will set NV_PGRAPH_PRI_GPCS_TC_FLUSH_CRETERION = 1(END_OF_CBE).
0x0012FA6F	Experimental - Specify the sysmem heap in which to allocate the pushbuffer	07 - System, Memory and Compute	Specify the sysmem heap in which to allocate the pushbuffer.
0x00132A94	Experimental - Root Table Promotion Timing	07 - System, Memory and Compute	Controls when the we promote descriptor table entries to the root table
0x00172ABF	0x00172ABF (Unknown)	11 - Unknown Driver Settings	
0x00199FFF	Experimental - Shader Disk Cache Directory	06 - Rendering Features	If specified, shader disk cache will be stored in this directory
0x001ABC0F	Experimental - The amount of VA space in bytes reserved for the shader heap	06 - Rendering Features	Sets the amount of VA space in bytes reserved for the shader heap (must be in multiple of 64kb). This is only on Win10+ for Dx1X & Dx12 ( Dx1X requires SHADER_HEAP_MULTIBLOCK_ENABLE ). There are separate default enums for DX11 and DX12 (DX12 requires additional space for DXR shaders) which should be selected at runtime
0x001B026A	Experimental - Constant Tracking Volatility Threshold	07 - System, Memory and Compute	if our volatility factor exceeds this threshold, stop tracking the const
0x001F0EDE	Experimental - Comma-separated list of scheduler names	06 - Rendering Features	Comma-separated list of scheduler names, corrseponding to the list of shader names specified by DXR_RAYGEN_SCHEDULER_OVERRIDE_PATTERNS. If fewer elements than pattern list, last entry is used for remaining patterns.
0x0021F8D9	Experimental - Applies OCGknob RelaxConvBlockDef=1	07 - System, Memory and Compute	Applies OCGknob RelaxConvBlockDef=1. Applied only to TU10x+. Will be ignored if knobString or knobFile is specified.
0x00225C2B	Experimental - BVH build batching options	06 - Rendering Features	BVH build batching options
0x002533F7	Experimental - Assume stride-aligned root VA for [RW]StructuredBuffer (DXR only)	06 - Rendering Features	Assume stride-aligned root VA for [RW]StructuredBuffer (DXR only)
0x002808D9	Experimental - Use driver created sync objs in InterChannelSync	01 - Compatibility	Use driver created sync objs in InterChannelSync, as a WAR for msaction bug 2867804 in Vibranium hws. Noop in 19577+ hws or in non-hws.
0x00313537	Experimental - Max optional shader compilation threads allowed	06 - Rendering Features	Max optional shader compilation threads allowed
0x0032147A	Experimental - Disable specific features for the perf strat	07 - System, Memory and Compute	Disable specific features for the perf strat
0x00328423	0x00328423 (Unknown)	11 - Unknown Driver Settings	
0x0032B134	0x0032B134 (Unknown)	11 - Unknown Driver Settings	
0x0034FC24	0x0034FC24 (Unknown)	11 - Unknown Driver Settings	
0x00367A46	Experimental - Disable all asserts in debug drivers	01 - Compatibility	Disable all asserts in debug drivers.
0x003940A1	Experimental - Maxwell discard behavior controls	06 - Rendering Features	Maxwell discard behavior controls.
0x003BA602	0x003BA602 (Unknown)	11 - Unknown Driver Settings	
0x003DD400	Experimental - T$ always to avoid HW Bug 3123136	01 - Compatibility	Enables T$ always to avoid HW Bug 3123136
0x004208BD	Experimental - Clear specific BVH build flags	06 - Rendering Features	Clear specific BVH build flags. Applied before DXR_BVH_BUILD_FLAG_FORCE_ENABLE_MASK.
0x0043C7A2	0x0043C7A2 (Unknown)	11 - Unknown Driver Settings	
0x0045AB1F	Experimental - Low latency mode settings	02 - Sync and Refresh	Low latency mode settings. Disabled by default (to enable set VSYNCMODE=VIRTUAL).  When enabled this provides a mode which is similar to 'vsync ON' - i.e, no tearing, but has fps/latency similar to 'vsync OFF'. The idea is to let the app render as fast it can and present the latest frame at vblank. The BLEND mode enables temporal supersampling using a exponential decay filter by making use of the additional rendered frames to smoothen out the animation.
0x00473934	Experimental - Default Scheduler Override	07 - System, Memory and Compute	Override the default scheduler
0x00473935	Experimental - DXR Shader Compile Flags	06 - Rendering Features	Extra flags passed to DXR shader compiles and pipeline creation
0x00481376	0x00481376 (Unknown)	11 - Unknown Driver Settings	
0x0049C741	Experimental - Deferred Barrier Execution	06 - Rendering Features	Defer barriers until needed.
0x004A5CE5	0x004A5CE5 (Unknown)	11 - Unknown Driver Settings	
0x00503F9A	Perf Strategy - Copy Tracker	06 - Rendering Features	Controls the performance-strategy copy tracker.
0x0050A159	Experimental - Raygen Shader Inlining Mode	06 - Rendering Features	Mode for inlining other shaders into raygen shader when trace depth <= 1
0x00524253	Experimental - AutoVRS VR-Only Mode	05 - Upscaling and Frame Generation	Defines whether to allow AutoVRS Perfstrat only for VR games or not
0x00524621	Experimental - Regkey disables cache invalidates on subchannel switches on GA10x+	07 - System, Memory and Compute	Regkey disables cache invalidates on subchannel switches on GA10x+. Specify, which particular switches are affected. Also, specify if any caches need to be excluded from override
0x00598888	Experimental - G-SYNC LCD Overdrive	02 - Sync and Refresh	Enable GSync LCD Overdrive.
0x005B1407	0x005B1407 (Unknown)	11 - Unknown Driver Settings	
0x005D35DE	Dispatch Helper - Flags	06 - Rendering Features	Configures dispatch-helper flags for core dispatch allocation and debug tracking behavior.
0x005E3DFF	0x005E3DFF (Unknown)	11 - Unknown Driver Settings	
0x005E46DC	0x005E46DC (Unknown)	11 - Unknown Driver Settings	
0x005EC6EF	Experimental - Pipeline Module Recompilation Limit	06 - Rendering Features	Allow recompilation of modules at pipeline creation if there are at most this number of modules.
0x005F69AB	WDDM v2 - Residency Flags	07 - System, Memory and Compute	Controls WDDM v2 residency binding, paging waits, and eviction behavior.
0x00667432	Experimental - D3D12 Resource Binding Support	07 - System, Memory and Compute	D3D12 Resource Binding Support
0x0069367A	0x0069367A (Unknown)	11 - Unknown Driver Settings	
0x006B76AF	Experimental - CBC Compression Heuristic Flags	06 - Rendering Features	Flags to control cbc compression heuristic
0x006DA690	Experimental - Default DSC Blitter Usage	06 - Rendering Features	use DSC as default blitter
0x006EA049	Experimental - Raygen Scheduler Override Shader List	06 - Rendering Features	Comma-separated list of raygen shader names for which to override the scheduler selection. Wildcards allowed. Corresponds to shader list in DXR_RAYGEN_SCHEDULER_OVERRIDE_TYPES.
0x006EA977	Experimental - Device Thread Queue Size	07 - System, Memory and Compute	Total size (bytes) of the queue used to pass operations to the device thread.
0x00757CF8	Experimental - RT Instance Compile Limit	06 - Rendering Features	Maximum number of RT instances to compile per app shader
0x0078EEE8	Experimental - Foreground Detection Policy	01 - Compatibility	Controls the way to  decide whether app is running in foreground
0x0082703B	Experimental - DispatchRays Experimental Scheduler Memory	06 - Rendering Features	Bytes of memory to allocate for DXR DispatchRays when using some experimental schedulers
0x00854CAB	Experimental - Sample Interleave Settings	06 - Rendering Features	additional settings for the sample interleave feature
0x0085F726	Experimental - Buffer Compression Disable	06 - Rendering Features	This regkey disables compression for buffer resources. This includes DX12 heaps. Make sure to include this key when disabling all types of compression
0x008D624B	Experimental - SLI Test Mode	08 - SLI and NVLINK	Enable a test sli mode, which renders the same content on all gpus
0x008D624E	Experimental - Decoded Video Multi-GPU Availability	08 - SLI and NVLINK	Makes decoded video available on all GPUs
0x008E7FC9	0x008E7FC9 (Unknown)	11 - Unknown Driver Settings	
0x008F14F5	Perf Strategy - Load Balance Mode	06 - Rendering Features	Selects the performance-strategy load-balancing mode.
0x0092D8B9	Constant Folding - GPU Pixel Shaders	06 - Rendering Features	Controls GPU-side constant folding for pixel shaders.
0x0092D8BA	Constant Folding - GPU Vertex Shaders	06 - Rendering Features	Controls GPU-side constant folding for vertex shaders.
